order_ID,date,product_ID,units_sold,selling_price,revenue,product_name,category,cost_price,stock_available,lead_time,supplier,daily_avg_sales,days_of_stock,total_sales_product,inventory_turnover,inventory_risk,reorder_point,reorder_flag
4472,2024-01-31,P031,1,599,599,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
4473,2024-03-21,P011,2,532,1064,Men's Casual Shirt,Clothing,430,329,6,D-Mart Supply Services,5.04,65.0,524,2.0,Low Risk,60.0,Sufficient
4474,2024-01-23,P023,6,615,3690,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
4475,2024-02-01,P002,5,515,2575,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
4476,2024-03-14,P040,8,714,5712,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
4477,2024-01-10,P041,2,393,786,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
4478,2024-02-23,P027,1,594,594,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
4479,2024-02-21,P035,7,527,3689,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
4480,2024-05-27,P002,6,515,3090,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
4481,2024-06-08,P039,8,361,2888,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
4482,2024-04-23,P037,8,556,4448,Salt Pack,Grocery,289,280,9,Flipkart Wholesale,5.01,56.0,501,2.0,Low Risk,75.0,Sufficient
4483,2024-01-14,P021,2,527,1054,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
4484,2024-06-26,P005,8,280,2240,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
4485,2024-06-04,P045,6,503,3018,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
4486,2024-04-19,P021,9,527,4743,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
4487,2024-02-22,P029,7,535,3745,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
4488,2024-05-31,P020,2,581,1162,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4489,2024-03-19,P038,8,367,2936,Tea Powder,Grocery,274,90,5,D-Mart Supply Services,5.05,18.0,505,6.0,Medium Risk,55.0,Sufficient
4490,2024-01-22,P020,9,581,5229,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4491,2024-01-30,P025,7,475,3325,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
4492,2024-01-04,P002,4,515,2060,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
4493,2024-02-28,P032,9,201,1809,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
4494,2024-01-08,P026,4,413,1652,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
4495,2024-01-12,P006,4,351,1404,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
4496,2024-04-28,P041,9,393,3537,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
4497,2024-06-07,P003,8,551,4408,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
4498,2024-02-03,P033,4,261,1044,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
4499,2024-03-22,P001,8,418,3344,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
4500,2024-04-07,P005,8,280,2240,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
4501,2024-05-06,P013,7,605,4235,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
4502,2024-03-15,P019,6,465,2790,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
4503,2024-04-14,P012,8,366,2928,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
4504,2024-02-18,P048,7,683,4781,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
4505,2024-03-19,P025,5,475,2375,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
4506,2024-04-02,P035,4,527,2108,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
4507,2024-06-02,P012,2,366,732,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
4508,2024-01-18,P030,8,438,3504,Table Lamp,Home & Kitchen,335,130,4,ITC Distribution Network,5.13,25.0,487,4.0,Low Risk,51.0,Sufficient
4509,2024-04-05,P005,9,280,2520,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
4510,2024-02-07,P034,4,539,2156,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
4511,2024-03-27,P022,4,648,2592,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
4512,2024-03-28,P039,5,361,1805,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
4513,2024-02-19,P013,2,605,1210,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
4514,2024-01-08,P047,7,369,2583,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
4515,2024-06-17,P003,5,551,2755,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
4516,2024-05-13,P020,6,581,3486,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4517,2024-03-09,P031,4,599,2396,Wall Clock,Home & Kitchen,444,441,8,BigBasket Vendor Network,4.97,89.0,487,1.0,Low Risk,70.0,Sufficient
4518,2024-06-20,P005,8,280,2240,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
4519,2024-04-30,P024,8,504,4032,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
4520,2024-03-04,P040,5,714,3570,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
4521,2024-06-05,P033,6,261,1566,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
4522,2024-06-04,P008,3,501,1503,Smartphone Stand,Electronics,202,387,4,ITC Distribution Network,5.11,76.0,470,1.0,Low Risk,50.0,Sufficient
4523,2024-05-18,P024,1,504,504,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
4524,2024-04-30,P020,9,581,5229,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4525,2024-03-05,P016,9,488,4392,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4526,2024-04-16,P012,3,366,1098,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
4527,2024-05-26,P013,4,605,2420,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
4528,2024-05-16,P045,7,503,3521,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
4529,2024-06-03,P042,2,620,1240,Toothpaste,Personal Care,343,377,8,Aditya Birla Supply Chain,5.06,75.0,648,2.0,Low Risk,70.0,Sufficient
4530,2024-06-10,P039,3,361,1083,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
4531,2024-06-20,P025,6,475,2850,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
4532,2024-04-09,P046,8,298,2384,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
4533,2024-03-22,P032,1,201,201,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
4534,2024-05-22,P024,4,504,2016,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
4535,2024-02-20,P048,1,683,683,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
4536,2024-05-20,P047,2,369,738,Mobile Charger,Electronics,120,456,5,Tata Consumer Distribution,4.73,96.0,478,1.0,Low Risk,54.0,Sufficient
4537,2024-03-23,P044,8,374,2992,Bath Soap,Personal Care,230,467,8,BigBasket Vendor Network,5.36,87.0,563,1.0,Low Risk,73.0,Sufficient
4538,2024-06-25,P009,6,279,1674,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
4539,2024-04-21,P040,9,714,6426,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
4540,2024-02-25,P023,2,615,1230,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
4541,2024-06-27,P013,3,605,1815,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
4542,2024-06-13,P032,9,201,1809,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
4543,2024-05-24,P015,9,619,5571,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
4544,2024-06-05,P036,6,565,3390,Sugar 1kg,Grocery,370,310,6,Future Retail Suppliers,4.76,65.0,457,1.0,Low Risk,59.0,Sufficient
4545,2024-06-09,P005,3,280,840,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
4546,2024-02-29,P022,5,648,3240,Non-stick Frying Pan,Home & Kitchen,393,394,4,ITC Distribution Network,5.42,73.0,537,1.0,Low Risk,52.0,Sufficient
4547,2024-04-29,P016,2,488,976,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4548,2024-05-17,P041,7,393,2751,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
4549,2024-06-23,P010,8,453,3624,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
4550,2024-01-23,P024,6,504,3024,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
4551,2024-05-28,P018,8,470,3760,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
4552,2024-01-13,P018,2,470,940,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
4553,2024-04-10,P007,3,411,1233,External Hard Drive 1TB,Electronics,120,286,4,Aditya Birla Supply Chain,4.79,60.0,498,2.0,Low Risk,49.0,Sufficient
4554,2024-06-09,P004,7,344,2408,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
4555,2024-01-24,P026,1,413,413,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
4556,2024-04-17,P005,7,280,1960,LED Monitor 24 inch,Electronics,171,262,9,Future Retail Suppliers,5.34,49.0,518,2.0,Low Risk,78.0,Sufficient
4557,2024-01-11,P016,6,488,2928,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4558,2024-01-17,P035,8,527,4216,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
4559,2024-06-23,P026,7,413,2891,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
4560,2024-01-25,P018,4,470,1880,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
4561,2024-04-03,P029,3,535,1605,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
4562,2024-01-21,P023,3,615,1845,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
4563,2024-03-24,P014,4,340,1360,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
4564,2024-05-19,P015,9,619,5571,Leather Wallet,Clothing,459,237,2,Reliance Retail Supply,5.06,47.0,531,2.0,Low Risk,40.0,Sufficient
4565,2024-02-06,P033,9,261,2349,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
4566,2024-02-11,P025,2,475,950,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
4567,2024-05-24,P021,5,527,2635,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
4568,2024-04-10,P017,1,478,478,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
4569,2024-02-17,P023,4,615,2460,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
4570,2024-04-12,P043,2,482,964,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
4571,2024-01-28,P017,8,478,3824,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
4572,2024-02-10,P014,4,340,1360,Sports Shoes,Clothing,199,301,4,Reliance Retail Supply,4.94,61.0,509,2.0,Low Risk,50.0,Sufficient
4573,2024-04-08,P029,5,535,2675,Desk Organizer,Home & Kitchen,352,188,6,BigBasket Vendor Network,4.84,39.0,499,3.0,Low Risk,59.0,Sufficient
4574,2024-02-16,P020,4,581,2324,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4575,2024-05-25,P030,5,438,2190,Table Lamp,Home & Kitchen,335,130,4,ITC Distribution Network,5.13,25.0,487,4.0,Low Risk,51.0,Sufficient
4576,2024-04-14,P019,5,465,2325,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
4577,2024-05-03,P039,5,361,1805,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
4578,2024-01-13,P013,3,605,1815,Denim Jeans,Clothing,472,266,7,D-Mart Supply Services,5.04,53.0,590,2.0,Low Risk,65.0,Sufficient
4579,2024-05-20,P018,7,470,3290,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
4580,2024-04-09,P023,3,615,1845,Electric Kettle,Home & Kitchen,485,376,2,BigBasket Vendor Network,4.62,81.0,550,1.0,Low Risk,39.0,Sufficient
4581,2024-01-31,P046,2,298,596,Face Wash,Personal Care,234,97,6,Reliance Retail Supply,5.28,18.0,491,5.0,Medium Risk,62.0,Sufficient
4582,2024-05-09,P033,3,261,783,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
4583,2024-01-16,P039,3,361,1083,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
4584,2024-05-16,P040,8,714,5712,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
4585,2024-03-13,P018,4,470,1880,Bed Sheet,Clothing,249,206,8,Flipkart Wholesale,4.76,43.0,595,3.0,Low Risk,68.0,Sufficient
4586,2024-06-14,P009,3,279,837,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
4587,2024-02-23,P033,5,261,1305,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
4588,2024-04-09,P032,4,201,804,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
4589,2024-04-18,P017,9,478,4302,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
4590,2024-03-27,P019,8,465,3720,Pillow Cover,Clothing,408,64,8,Metro Cash & Carry India,5.28,12.0,533,8.0,High Risk,72.0,Reorder Needed
4591,2024-06-21,P027,7,594,4158,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
4592,2024-06-10,P006,8,351,2808,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
4593,2024-05-16,P035,5,527,2635,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
4594,2024-01-08,P037,4,556,2224,Salt Pack,Grocery,289,280,9,Flipkart Wholesale,5.01,56.0,501,2.0,Low Risk,75.0,Sufficient
4595,2024-01-07,P034,7,539,3773,Wheat Flour 10kg,Grocery,269,338,2,Reliance Retail Supply,5.09,66.0,529,2.0,Low Risk,40.0,Sufficient
4596,2024-02-05,P020,1,581,581,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4597,2024-01-18,P025,6,475,2850,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
4598,2024-01-03,P004,8,344,2752,USB-C Charger,Electronics,206,345,5,Tata Consumer Distribution,5.02,69.0,507,1.0,Low Risk,55.0,Sufficient
4599,2024-01-28,P010,7,453,3171,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
4600,2024-03-10,P010,2,453,906,Fitness Tracker,Electronics,314,102,4,Future Retail Suppliers,4.72,22.0,472,5.0,Medium Risk,49.0,Sufficient
4601,2024-06-20,P024,7,504,3528,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
4602,2024-05-28,P021,6,527,3162,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
4603,2024-01-28,P011,5,532,2660,Men's Casual Shirt,Clothing,430,329,6,D-Mart Supply Services,5.04,65.0,524,2.0,Low Risk,60.0,Sufficient
4604,2024-02-23,P027,4,594,2376,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
4605,2024-03-05,P016,1,488,488,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4606,2024-04-09,P026,2,413,826,Water Bottle,Home & Kitchen,260,178,3,Reliance Retail Supply,5.08,35.0,615,3.0,Low Risk,45.0,Sufficient
4607,2024-01-21,P030,7,438,3066,Table Lamp,Home & Kitchen,335,130,4,ITC Distribution Network,5.13,25.0,487,4.0,Low Risk,51.0,Sufficient
4608,2024-01-13,P016,3,488,1464,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4609,2024-02-26,P007,5,411,2055,External Hard Drive 1TB,Electronics,120,286,4,Aditya Birla Supply Chain,4.79,60.0,498,2.0,Low Risk,49.0,Sufficient
4610,2024-02-18,P016,8,488,3904,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4611,2024-04-27,P035,8,527,4216,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
4612,2024-02-23,P016,6,488,2928,Sunglasses,Clothing,251,429,6,Metro Cash & Carry India,4.78,90.0,569,1.0,Low Risk,59.0,Sufficient
4613,2024-05-17,P040,5,714,3570,Biscuits Pack,Grocery,463,184,6,Amazon Wholesale India,5.71,32.0,554,3.0,Low Risk,64.0,Sufficient
4614,2024-02-22,P012,2,366,732,Women's Kurti,Clothing,187,459,8,Metro Cash & Carry India,4.78,96.0,550,1.0,Low Risk,68.0,Sufficient
4615,2024-02-13,P035,9,527,4743,Cooking Oil 1L,Grocery,287,428,5,Reliance Retail Supply,4.73,90.0,487,1.0,Low Risk,54.0,Sufficient
4616,2024-02-16,P021,1,527,527,Kitchen Knife Set,Home & Kitchen,443,114,8,D-Mart Supply Services,5.14,22.0,514,5.0,Medium Risk,71.0,Sufficient
4617,2024-02-22,P043,2,482,964,Shampoo Bottle,Personal Care,419,317,6,Reliance Retail Supply,4.84,65.0,489,2.0,Low Risk,59.0,Sufficient
4618,2024-03-14,P036,1,565,565,Sugar 1kg,Grocery,370,310,6,Future Retail Suppliers,4.76,65.0,457,1.0,Low Risk,59.0,Sufficient
4619,2024-02-15,P048,4,683,2732,Power Bank,Electronics,428,111,6,Tata Consumer Distribution,4.95,22.0,545,5.0,Medium Risk,60.0,Sufficient
4620,2024-01-13,P017,4,478,1912,Towel Set,Clothing,230,90,3,Metro Cash & Carry India,4.9,18.0,549,6.0,Medium Risk,45.0,Sufficient
4621,2024-06-13,P032,5,201,1005,Office Chair,Home & Kitchen,148,212,9,Metro Cash & Carry India,4.76,45.0,452,2.0,Low Risk,73.0,Sufficient
4622,2024-04-11,P041,5,393,1965,Chocolate Box,Grocery,154,250,8,Reliance Retail Supply,5.61,45.0,488,2.0,Low Risk,75.0,Sufficient
4623,2024-01-24,P006,8,351,2808,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
4624,2024-01-02,P024,3,504,1512,Mixer Grinder,Home & Kitchen,291,58,8,Metro Cash & Carry India,4.86,12.0,525,9.0,High Risk,69.0,Reorder Needed
4625,2024-03-21,P027,6,594,3564,Lunch Box,Home & Kitchen,413,185,3,Amazon Wholesale India,5.18,36.0,440,2.0,Low Risk,46.0,Sufficient
4626,2024-04-09,P020,3,581,1743,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4627,2024-05-21,P025,2,475,950,Rice Cooker,Home & Kitchen,376,393,8,Aditya Birla Supply Chain,5.05,78.0,530,1.0,Low Risk,70.0,Sufficient
4628,2024-05-17,P002,8,515,4120,Mechanical Keyboard,Electronics,448,301,6,Amazon Wholesale India,5.13,59.0,600,2.0,Low Risk,61.0,Sufficient
4629,2024-06-11,P009,1,279,279,Laptop Backpack,Electronics,221,416,2,Flipkart Wholesale,5.18,80.0,534,1.0,Low Risk,40.0,Sufficient
4630,2024-06-01,P028,9,172,1548,Coffee Mug,Home & Kitchen,121,112,5,Future Retail Suppliers,4.89,23.0,533,5.0,Medium Risk,54.0,Sufficient
4631,2024-05-10,P038,7,367,2569,Tea Powder,Grocery,274,90,5,D-Mart Supply Services,5.05,18.0,505,6.0,Medium Risk,55.0,Sufficient
4632,2024-04-20,P003,4,551,2204,Bluetooth Speaker,Electronics,370,239,4,ITC Distribution Network,5.26,45.0,494,2.0,Low Risk,51.0,Sufficient
4633,2024-04-11,P020,3,581,1743,Blanket,Clothing,357,350,7,Amazon Wholesale India,4.96,71.0,526,2.0,Low Risk,65.0,Sufficient
4634,2024-01-17,P006,6,351,2106,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
4635,2024-01-12,P039,9,361,3249,Instant Coffee,Grocery,150,77,7,Tata Consumer Distribution,4.94,16.0,583,8.0,Medium Risk,65.0,Sufficient
4636,2024-04-25,P033,9,261,2349,Organic Rice 5kg,Grocery,158,468,8,Flipkart Wholesale,5.06,92.0,501,1.0,Low Risk,70.0,Sufficient
4637,2024-01-24,P001,4,418,1672,Wireless Mouse,Electronics,202,264,9,D-Mart Supply Services,5.05,52.0,475,2.0,Low Risk,75.0,Sufficient
4638,2024-01-29,P037,5,556,2780,Salt Pack,Grocery,289,280,9,Flipkart Wholesale,5.01,56.0,501,2.0,Low Risk,75.0,Sufficient
4639,2024-06-19,P006,9,351,3159,Gaming Headset,Electronics,288,257,7,Metro Cash & Carry India,4.56,56.0,483,2.0,Low Risk,62.0,Sufficient
4640,2024-06-01,P045,2,503,1006,Hand Sanitizer,Personal Care,406,82,4,Reliance Retail Supply,5.06,16.0,536,7.0,Medium Risk,50.0,Sufficient
